No solution
10.000
aero-res,array-power,bearing-res,cda,energy,energy-gained,gravitation-res,irradiance,motor-power,power-out,resistive-force,speed,time,tire-res
-3.80601,509.60114,0.83333,-0.21564,6315592.23560,-256407.21720,224.29367,1019.20228,1211.84341,1221.84341,228.64766,10.00000,5.00000,7.32667
0.03824,512.31859,0.83333,0.01326,6327875.38520,12283.14960,107.31661,1024.63718,468.19873,478.19873,115.53863,10.00000,5.10000,7.35045
-6.00091,514.76082,0.83333,-0.49366,6167173.59560,-160701.78960,191.42048,1029.52163,951.15468,961.15468,193.58795,10.00000,5.20000,7.33505
-25.33985,516.93283,0.83333,-0.43136,6221519.41520,54345.81960,110.61768,1033.86566,355.97222,365.97222,93.46117,10.00000,5.30000,7.35001
-0.95003,518.83908,0.83333,-1.24805,6371250.38120,149730.96600,22.66013,1037.67816,92.91973,102.91973,29.90062,10.00000,5.40000,7.35719
0.21708,520.48345,0.83333,0.04656,6285594.94400,-85655.43720,155.00630,1040.96690,748.41522,758.41522,163.39950,10.00000,5.50000,7.34279
-0.03785,521.86928,0.83333,-0.01079,5452268.22200,-833326.72200,387.66060,1043.73855,2826.66573,2836.66573,395.72108,10.00000,5.60000,7.26500
-0.07664,522.99934,0.83333,-0.00465,5614808.66840,162540.44640,12.36044,1045.99869,61.49810,71.49810,20.47454,10.00000,5.70000,7.35741
-5.19777,523.87595,0.83333,-0.50120,5743853.30720,129044.63880,44.13785,1047.75189,155.41862,165.41862,47.12972,10.00000,5.80000,7.35631
0.10093,524.50084,0.83333,0.02343,5804237.37440,60384.06720,83.26340,1049.00168,346.76732,356.76732,91.55092,10.00000,5.90000,7.35326
0.00467,524.87527,0.83333,0.05611,5357421.98840,-446815.38600,284.32559,1049.75054,1756.02912,1766.02912,292.47148,10.00000,6.00000,7.30789
-9.24941,525.00000,0.83333,-1.34338,5329126.80200,-28295.18640,139.10224,1050.00000,593.59774,603.59774,138.03182,10.00000,6.10000,7.34566
-0.07603,524.87527,0.83333,-0.01418,5380413.07160,51286.26960,88.72239,1049.75054,372.41341,382.41341,96.83237,10.00000,6.20000,7.35268
-1.45901,524.50084,0.83333,-0.49590,5460975.78680,80562.71520,72.80715,1049.00168,290.71552,300.71552,79.53573,10.00000,6.30000,7.35426
-0.27788,523.87595,0.83333,-0.74564,5082583.29320,-378392.49360,263.36276,1047.75189,1564.96621,1574.96621,271.23317,10.00000,6.40000,7.31496
-2.15251,522.99934,0.83333,-1.16139,5227022.15120,144438.85800,29.25624,1045.99869,111.78029,121.78029,35.29404,10.00000,6.50000,7.35698
0.40153,521.86928,0.83333,0.05576,5223229.54040,-3792.61080,116.92471,1043.73855,522.40431,532.40431,125.50870,10.00000,6.60000,7.34913
-4.63774,520.48345,0.83333,-0.59430,5309414.79320,86185.25280,71.60698,1040.96690,271.07997,281.07997,75.15693,10.00000,6.70000,7.35436
-11.59954,518.83908,0.83333,-0.31534,5271556.57040,-37858.22280,144.93425,1037.67816,614.00081,624.00081,141.51268,10.00000,6.80000,7.34464
-0.91118,516.93283,0.83333,-0.33975,4103619.91760,-1167936.65280,463.52517,1033.86566,3751.20131,3761.20131,470.67221,10.00000,6.90000,7.22489
-1.91199,514.76082,0.83333,-0.11522,4136991.83840,33371.92080,98.48647,1029.52163,412.06104,422.06104,104.75938,10.00000,7.00000,7.35157
-6.32146,512.31859,0.83333,-0.40688,4254899.54960,117907.71120,50.26569,1024.63718,174.79717,184.79717,52.13351,10.00000,7.10000,7.35595
-0.30716,509.60114,0.83333,-0.12851,4279200.79520,24301.24560,100.78611,1019.20228,432.09768,442.09768,108.66356,10.00000,7.20000,7.35128
-18.42562,506.60285,0.83333,-2.14587,4450414.35440,171213.55920,17.58397,1013.20570,21.00963,31.00963,7.34899,10.00000,7.30000,7.35731
-14.00866,503.31749,0.83333,-0.63069,4314623.34800,-135791.00640,187.77466,1006.63497,870.51473,880.51473,181.93523,10.00000,7.40000,7.33590
0.13112,499.73818,0.83333,0.04731,4025021.79080,-289601.55720,230.73329,999.47635,1294.18695,1304.18695,239.02261,10.00000,7.50000,7.32487
0.05651,495.85738,0.83333,0.03509,3909497.88440,-115523.90640,164.16917,991.71476,806.75712,816.75712,172.40001,10.00000,7.60000,7.34100
-32.47448,491.66687,0.83333,-2.09307,3706763.00600,-202734.87840,230.92689,983.33374,1044.81931,1054.81931,206.61055,10.00000,7.70000,7.32481
-10.29683,487.15771,0.83333,-0.38095,3478952.58320,-227810.42280,217.51008,974.31541,1109.96444,1119.96444,215.37509,10.00000,7.80000,7.32851
-0.32262,482.32019,0.83333,-0.13902,3579398.29640,100445.71320,48.91764,964.64037,193.30432,203.30432,56.78439,10.00000,7.90000,7.35604
-23.66414,477.14384,0.83333,-1.25356,3673092.86480,93694.56840,75.59916,954.28768,206.88115,216.88115,60.12235,10.00000,8.00000,7.35400
-0.73168,471.61738,0.83333,-0.06611,3390044.16440,-283048.70040,225.79506,943.23476,1247.86377,1257.86377,233.22296,10.00000,8.10000,7.32625
-1.21064,465.72868,0.83333,-0.66651,2981470.16360,-408574.00080,267.21809,931.45736,1590.65646,1600.65646,274.15448,10.00000,8.20000,7.31370
-7.88609,459.46474,0.83333,-0.54240,3120494.21120,139024.04760,20.72289,918.92947,63.28683,73.28683,21.02737,10.00000,8.30000,7.35724
-5.63517,452.81163,0.83333,-0.98436,3223410.85280,102916.64160,44.97129,905.62326,156.93207,166.93207,47.52571,10.00000,8.40000,7.35626
-29.56248,445.75453,0.83333,-1.65558,3268739.99360,45329.14080,105.09111,891.50905,309.84025,319.84025,83.71270,10.00000,8.50000,7.35074
-36.39291,438.27762,0.83333,-1.80796,3301364.70200,32624.70840,117.85346,876.55524,337.65343,347.65343,89.64288,10.00000,8.60000,7.34900
0.13566,430.36414,0.83333,0.04837,3377910.60560,76545.90360,52.00583,860.72827,207.73663,217.73663,60.33067,10.00000,8.70000,7.35585
0.26058,421.99632,0.83333,0.02686,3131530.03280,-246380.57280,205.14141,843.99264,1096.38680,1106.38680,213.56704,10.00000,8.80000,7.33172
-11.60698,413.15545,0.83333,-1.81115,2977250.53520,-154279.49760,179.60352,826.31090,831.70961,841.70961,176.16761,10.00000,8.90000,7.33774
-0.64435,403.82185,0.83333,-1.24077,2567908.39160,-409342.14360,259.81894,807.64369,1530.88336,1540.88336,267.32402,10.00000,9.00000,7.31610
-12.45317,393.97494,0.83333,-1.82597,2136648.01880,-431260.37280,277.47306,787.94988,1581.92042,1591.92042,273.16348,10.00000,9.10000,7.31026
-33.64507,383.59336,0.83333,-1.89779,2133111.24920,-3536.76960,124.52427,767.18672,383.41772,393.41772,99.06054,10.00000,9.20000,7.34801
-7.50131,372.65507,0.83333,-0.18800,1960930.24760,-172181.00160,176.87845,745.31013,840.93563,850.93563,177.54881,10.00000,9.30000,7.33834
-14.98301,361.13754,0.83333,-0.98917,1744237.95680,-216692.29080,200.67507,722.27507,953.06057,963.06057,193.85822,10.00000,9.40000,7.33283
-17.89313,349.01806,0.83333,-1.19083,1835306.32880,91068.37200,37.59241,698.03612,86.05036,96.05036,27.88925,10.00000,9.50000,7.35664
-11.28892,336.27413,0.83333,-1.84627,1916060.71880,80754.39000,35.60655,672.54826,101.95638,111.95638,32.50768,10.00000,9.60000,7.35672
-1.26352,322.88397,0.83333,-0.22267,1679474.33840,-236586.38040,189.35467,645.76793,970.06836,980.06836,196.26002,10.00000,9.70000,7.33554
0.01576,308.82727,0.83333,0.01103,961868.52560,-717605.81280,338.86648,617.65454,2292.17675,2302.17675,347.00250,10.00000,9.80000,7.28693
-7.23432,294.08618,0.83333,-1.12820,922094.79680,-39773.72880,100.34578,588.17235,394.56876,404.56876,101.29613,10.00000,9.90000,7.35134
-14.57466,278.64661,0.83333,-0.93621,746083.40600,-176011.39080,171.23159,557.29321,757.56714,767.56714,164.82981,10.00000,10.00000,7.33955
0.68482,262.50000,0.83333,0.05770,765999.52760,19916.12160,48.86862,525.00000,197.17744,207.17744,57.74281,10.00000,10.10000,7.35604
0.07865,245.64569,0.83333,0.02136,840899.02160,74899.49400,1.29982,491.29137,27.59154,37.59154,9.56930,10.00000,10.20000,7.35750
-18.86365,228.09395,0.83333,-0.59429,10957.80800,-829941.21360,379.43711,456.18789,2523.48621,2533.48621,368.67570,10.00000,10.30000,7.26891
-0.66253,209.87014,0.83333,-0.07846,-41832.69640,-52790.50440,83.97338,419.74028,346.51043,356.51043,91.49737,10.00000,10.40000,7.35319
0.29657,191.02005,0.83333,0.04495,-38969.75320,2862.94320,43.20634,382.04010,173.06743,183.06743,51.69260,10.00000,10.50000,7.35636
-16.18217,171.61689,0.83333,-0.56427,-57827.99680,-18858.24360,69.84339,343.23377,214.00090,224.00090,61.84907,10.00000,10.60000,7.35452
-2.38038,151.77028,0.83333,-0.07453,-85089.59080,-27261.59400,56.88269,303.54056,217.49693,227.49693,62.69116,10.00000,10.70000,7.35552
-6.26891,131.63774,0.83333,-1.06720,-58758.26920,26331.32160,14.46950,263.27547,48.49518,58.49518,16.39129,10.00000,10.80000,7.35737
-0.41295,111.43863,0.83333,-0.02942,-231195.33520,-172437.06600,127.99299,222.87726,580.43048,590.43048,135.76084,10.00000,10.90000,7.34747
-4.67061,91.47066,0.83333,-0.75223,-441705.99040,-210510.65520,146.71509,182.94131,666.22248,676.22248,150.22213,10.00000,11.00000,7.34432
-3.94367,72.12714,0.83333,-1.34434,-1272224.22640,-830518.23600,350.14892,144.25428,2369.12224,2379.12224,354.32071,10.00000,11.10000,7.28213
-21.63633,53.91131,0.83333,-1.00163,-1577861.55160,-305637.32520,198.68398,107.82262,892.90388,902.90388,185.21430,10.00000,11.20000,7.33332
-2.62367,37.43821,0.83333,-0.80095,-1872744.03880,-294882.48720,172.83831,74.87641,846.55623,856.55623,178.38718,10.00000,11.30000,7.33921
-1.12428,23.40540,0.83333,-0.28394,-1880270.89720,-7526.85840,4.73332,46.81079,34.31334,44.31334,11.79986,10.00000,11.40000,7.35749
-4.91589,12.49883,0.83333,-0.12851,-2003322.70960,-123051.81240,87.76777,24.99765,344.30942,354.30942,91.03800,10.00000,11.50000,7.35279
1.44817,5.18692,0.83333,0.05771,-2816343.27160,-813020.56200,333.71779,10.37383,2253.57737,2263.57737,343.28836,10.00000,11.60000,7.28907
-0.20608,1.38454,0.83333,-0.07850,-3011780.13280,-195436.86120,119.66193,2.76907,534.26471,544.26471,127.63792,10.00000,11.70000,7.34874
-26.52580,0.15290,0.83333,-1.57225,-3041481.28840,-29701.15560,42.22579,0.30580,72.65611,82.65611,23.88973,10.00000,11.80000,7.35641
-1.29269,0.00186,0.83333,-1.38974,-3084571.58560,-43090.29720,27.80956,0.00372,109.69713,119.69713,34.70723,10.00000,11.90000,7.35703
0.26574,0.00000,0.83333,0.05772,-3890545.00360,-805973.41800,332.50146,0.00000,2228.81505,2238.81505,340.89010,10.00000,12.00000,7.28957
-0.70405,0.00000,0.83333,-0.29563,-3914537.50960,-23992.50600,11.47757,0.00000,56.64585,66.64585,18.96427,10.00000,12.10000,7.35742
-0.04632,0.00000,0.83333,-0.17416,-4660250.83360,-745713.32400,316.26027,0.00000,2061.42590,2071.42590,324.34335,10.00000,12.20000,7.29607
-17.52953,0.00186,0.83333,-1.29597,-4668144.30520,-7893.47160,13.56212,0.00372,11.92817,21.92817,4.22331,10.00000,12.30000,7.35739
-0.73477,0.15290,0.83333,-0.08870,-5060128.19560,-391983.89040,203.80658,0.30580,1078.99704,1088.99704,211.23719,10.00000,12.40000,7.33205
-7.72993,1.38454,0.83333,-1.90520,-5847192.99520,-787064.79960,335.50604,2.76907,2177.67565,2187.67565,335.89777,10.00000,12.50000,7.28833
-5.34563,5.18692,0.83333,-1.81856,-5966249.64640,-119056.65120,84.31613,10.37383,325.89984,335.89984,87.15698,10.00000,12.60000,7.35315
-7.28171,12.49883,0.83333,-0.45443,-6057396.38680,-91146.74040,70.74969,24.99765,255.68422,265.68422,71.65575,10.00000,12.70000,7.35444
-4.64778,23.40540,0.83333,-1.04269,-6072320.43880,-14924.05200,14.86188,46.81079,54.86110,64.86110,18.40479,10.00000,12.80000,7.35736
-18.77024,37.43821,0.83333,-0.74330,-6073472.20840,-1151.76960,21.16429,74.87641,30.63757,40.63757,10.58461,10.00000,12.90000,7.35723
-0.36416,53.91131,0.83333,-0.53615,-6322747.88320,-249275.67480,153.68981,107.82262,736.34374,746.34374,161.50202,10.00000,13.00000,7.34304
-3.53138,72.12714,0.83333,-0.33724,-6762621.39280,-439873.50960,233.12876,144.25428,1283.99800,1293.99800,237.75489,10.00000,13.10000,7.32418
-10.21117,91.47066,0.83333,-0.89036,-6875128.87720,-112507.48440,103.20779,182.94131,393.99145,403.99145,101.18093,10.00000,13.20000,7.35098
-0.55608,111.43863,0.83333,-0.08649,-7804191.90040,-929063.02320,375.46243,222.87726,2682.16925,2692.16925,383.01045,10.00000,13.30000,7.27077
-21.78601,131.63774,0.83333,-0.93731,-7903058.77600,-98866.87560,115.23817,263.27547,396.26795,406.26795,101.63486,10.00000,13.40000,7.34937
-1.19591,151.77028,0.83333,-0.28511,-8285342.30440,-382283.52840,220.63601,303.54056,1203.66897,1213.66897,227.60110,10.00000,13.50000,7.32767
-0.24210,171.61689,0.83333,-0.12876,-8280203.28280,5139.02160,37.05305,343.23377,147.34183,157.34183,45.00094,10.00000,13.60000,7.35666
0.08312,191.02005,0.83333,0.01743,-8437828.87960,-157625.59680,134.07358,382.04010,618.86893,628.86893,142.33653,10.00000,13.70000,7.34650
-2.23188,209.87014,0.83333,-0.32943,-8801185.72480,-363356.84520,222.38025,419.74028,1209.19471,1219.19471,228.30889,10.00000,13.80000,7.32719
-26.23866,228.09395,0.83333,-0.92192,-9344025.71440,-542839.98960,307.30940,456.18789,1725.98281,1735.98281,289.20358,10.00000,13.90000,7.29951
-11.47259,245.64569,0.83333,-0.99941,-9332541.64960,11484.06480,62.64093,491.29137,203.74551,213.74551,59.35677,10.00000,14.00000,7.35510
-4.06971,262.50000,0.83333,-0.76936,-9304044.98200,28496.66760,47.64308,525.00000,173.34259,183.34259,51.76281,10.00000,14.10000,7.35611
-0.05570,278.64661,0.83333,-0.46504,-9814530.16960,-510485.18760,276.79947,557.29321,1686.66102,1696.66102,284.88759,10.00000,14.20000,7.31049
-0.94576,294.08618,0.83333,-0.08989,-9929557.88440,-115027.71480,132.51093,588.17235,603.60761,613.60761,139.74525,10.00000,14.30000,7.34675
0.50721,308.82727,0.83333,0.05770,-10716495.12880,-786937.24440,356.49429,617.65454,2484.76406,2494.76406,365.11419,10.00000,14.40000,7.27936
-1.06971,322.88397,0.83333,-0.17530,-11278627.59400,-562132.46520,298.03425,645.76793,1874.36304,1884.36304,305.10084,10.00000,14.50000,7.30297
-4.12387,336.27413,0.83333,-0.97473,-11666445.15400,-387817.56000,248.33250,672.54826,1403.54513,1413.54513,252.36164,10.00000,14.60000,7.31968
-6.50418,349.01806,0.83333,-2.00215,-11833019.80720,-166574.65320,169.96553,698.03612,801.72543,811.72543,171.63449,10.00000,14.70000,7.33981
-0.02638,361.13754,0.83333,-0.01512,-11868382.44160,-35362.63440,103.81928,722.27507,449.36708,459.36708,111.97713,10.00000,14.80000,7.35090
-26.28659,372.65507,0.83333,-1.79038,-11844032.81920,24349.62240,98.58433,745.31013,295.01723,305.01723,80.48262,10.00000,14.90000,7.35155
0.13989,383.59336,0.83333,0.00408,-11923830.61720,-79797.79800,129.99570,767.18672,595.25391,605.25391,138.31608,10.00000,15.00000,7.34716
-17.25731,393.97494,0.83333,-1.95849,-11998617.66880,-74787.05160,146.78827,787.94988,591.71675,601.71675,137.70860,10.00000,15.10000,7.34431
-10.47419,403.82185,0.83333,-0.87546,-12566193.00640,-567575.33760,317.43203,807.64369,1970.42001,1980.42001,315.08678,10.00000,15.20000,7.29561
-7.74875,413.15545,0.83333,-0.26047,-12519662.99560,46530.01080,75.35426,826.31090,273.90542,283.90542,75.79287,10.00000,15.30000,7.35403
0.61349,421.99632,0.83333,0.05772,-13080986.58040,-561323.58480,306.42320,843.99264,1971.22850,1981.22850,315.16987,10.00000,15.40000,7.29985
-22.60276,430.36414,0.83333,-0.60735,-13473267.61480,-392281.03440,279.37320,860.72827,1510.03368,1520.03368,264.91338,10.00000,15.50000,7.30961
0.27880,438.27762,0.83333,0.05493,-13606647.97840,-133380.36360,162.73183,876.55524,798.77863,808.77863,171.18525,10.00000,15.60000,7.34129
-6.64427,445.75453,0.83333,-0.36678,-13762383.41320,-155735.43480,180.09007,891.50905,868.35296,878.35296,181.61677,10.00000,15.70000,7.33764
-0.20033,452.81163,0.83333,-0.15712,-14153669.10880,-391285.69560,259.24020,905.62326,1529.71634,1539.71634,267.18948,10.00000,15.80000,7.31628
-7.70728,459.46474,0.83333,-1.68743,-14229645.22960,-75976.12080,148.81277,918.92947,660.50952,670.50952,149.28276,10.00000,15.90000,7.34394
-0.07809,465.72868,0.83333,-1.04203,-14161227.85600,68417.37360,65.82590,931.45736,265.68042,275.68042,73.93599,10.00000,16.00000,7.35485
0.20101,471.61738,0.83333,0.05238,-14658365.55040,-497137.69440,293.40378,943.23476,1842.55542,1852.55542,301.74278,10.00000,16.10000,7.30466
-8.95879,477.14384,0.83333,-1.08766,-14810789.93560,-152424.38520,185.65951,954.28768,890.54491,900.54491,184.87044,10.00000,16.20000,7.33639
0.20205,482.32019,0.83333,0.03946,-14693502.29560,117287.64000,36.39109,964.64037,146.52119,156.52119,44.78316,10.00000,16.30000,7.35669
-14.81488,487.15771,0.83333,-1.51561,-15461368.56880,-767866.27320,383.26693,974.31541,2610.11958,2620.11958,376.55248,10.00000,16.40000,7.26710
-0.65716,491.66687,0.83333,-0.70752,-15780152.52520,-318783.95640,240.48033,983.33374,1367.17786,1377.17786,247.97854,10.00000,16.50000,7.32204
0.68170,495.85738,0.83333,0.04343,-15765123.23440,15029.29080,102.10706,991.71476,444.10935,454.10935,110.97321,10.00000,16.60000,7.35112
-41.81421,499.73818,0.83333,-1.61217,-16911895.84360,-1146772.60920,498.64810,999.47635,3675.21765,3685.21765,464.87104,10.00000,16.70000,7.20382
0.16019,503.31749,0.83333,0.04987,-16837647.41680,74248.42680,70.38227,1006.63497,287.07186,297.07186,78.73026,10.00000,16.80000,7.35447
0.01563,506.60285,0.83333,0.05561,-16794968.30800,42679.10880,89.77487,1013.20570,378.04977,388.04977,97.97640,10.00000,16.90000,7.35257
0.12190,509.60114,0.83333,0.02850,-16789533.80560,5434.50240,110.27538,1019.20228,484.50530,494.50530,118.58067,10.00000,17.00000,7.35006
-0.65151,512.31859,0.83333,-0.18298,-16617350.70880,172183.09680,0.83385,1024.63718,24.03221,34.03221,8.37317,10.00000,17.10000,7.35750
-2.89764,514.76082,0.83333,-1.27744,-16522423.23760,94927.47120,62.98394,1029.52163,241.07340,251.07340,68.27470,10.00000,17.20000,7.35507
-1.98945,516.93283,0.83333,-0.47602,-17592108.23320,-1069684.99560,443.48309,1033.86566,3478.28004,3488.28004,449.56318,10.00000,17.30000,7.23621
0.69669,518.83908,0.83333,0.01884,-17806572.18880,-214463.95560,205.79663,1037.67816,1104.57229,1114.57229,214.65820,10.00000,17.40000,7.33155
-0.12782,520.48345,0.83333,-0.06908,-17929062.49840,-122490.30960,170.96378,1040.96690,850.73431,860.73431,179.00889,10.00000,17.50000,7.33960
-4.65493,521.86928,0.83333,-1.69152,-18554820.63280,-625758.13440,339.48592,1043.73855,2250.08632,2260.08632,342.95099,10.00000,17.60000,7.28667
-23.66407,522.99934,0.83333,-1.73330,-18788257.52800,-233436.89520,237.65171,1045.99869,1161.43516,1171.43516,222.14385,10.00000,17.70000,7.32288
0.51487,523.87595,0.83333,0.05548,-18974606.68240,-186349.15440,196.10956,1047.75189,1031.51249,1041.51249,204.79170,10.00000,17.80000,7.33394
-35.78758,524.50084,0.83333,-1.61069,-18870738.00280,103868.67960,92.32020,1049.00168,225.97673,235.97673,64.71824,10.00000,17.90000,7.35229
-1.46983,524.87527,0.83333,-0.26153,-19524533.34400,-653795.34120,344.05822,1049.75054,2330.97344,2340.97344,350.70646,10.00000,18.00000,7.28474
